RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
60410395 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,0 ,0 ,0 ,0 ,32486 ,21182 ,53668
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,3262 ,1915 ,10069 ,0 ,30626 ,12279 ,58151
60106460 ,SMITH & WESSON CORP ,19 AVIATION DR ,HOULTON ,ME ,9560 ,0 ,0 ,7 ,0 ,0 ,9567
34137259 ,E ARTHUR BROWN CO INC ,4353 STATE HWY 27 E ,ALEX ,MN ,11 ,0 ,13 ,0 ,2 ,0 ,26
34136294 ,HESSE LTD ,9487 INVER GROVE TRAIL ,INVER GROVE HEIGHTS ,MN ,0 ,0 ,8 ,0 ,0 ,0 ,8
34136894 ,,2159 CTY RD 2 ,BALATON ,MN ,0 ,0 ,0 ,0 ,0 ,11 ,11
54339122 ,,43825 MULDROW TRAIL ,PERRY ,MO ,0 ,0 ,0 ,0 ,0 ,117 ,117
54339397 ,,8039 SW FAIRVIEW RD ,0SBORN ,MO ,0 ,0 ,0 ,0 ,0 ,1 ,1
98135453 ,,1600 MEETEETSE TRAIL RD ,BELFRY ,MT ,3 ,0 ,0 ,0 ,0 ,0 ,3
98100158 ,,5078 N HWY 287 #14 ,ENNIS ,MT ,1664 ,61 ,599 ,1339 ,348 ,73 ,4084
98135543 ,TALON INDUSTRIES INC ,5078 N HWY 287 #12 ,ENNIS ,MT ,0 ,0 ,0 ,1238 ,2824 ,0 ,4062
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,0 ,0 ,0 ,1 ,4 ,7 ,12
60234248 ,COMPETITOR CORP INC ,,JAFFREY ,NH ,18 ,1 ,34 ,0 ,0 ,9 ,62
60233754 ,THOMPSON CENTER ARMS CO INC ,FARMINGTON RD ,ROCHESTER ,NH ,1778 ,826 ,3326 ,0 ,0 ,2030 ,7960
82200079 ,,506 ONE MILE RD S ,HIGHTSTOWN ,NJ ,0 ,0 ,0 ,0 ,0 ,1 ,1
61334276 ,KIMBER MFG INC ,1 LAWTON ST ,YONKERS ,NY ,0 ,0 ,0 ,0 ,0 ,32746 ,32746
43435702 ,BEEMILLER INC ,1015 SPRINGMILL RD ,MANSFIELD ,0H ,0 ,0 ,0 ,18299 ,32579 ,0 ,50878
43419291 ,HASKELL MANUFACTURING INC ,585 EAST BLUE LICK RD ,LIMA ,0H ,0 ,0 ,0 ,0 ,0 ,8000 ,8000
43434316 ,IBERIA FIREARMS INC ,3929 STATE RT 309 ,GALION ,0H ,0 ,0 ,0 ,0 ,0 ,5330 ,5330
43436235 ,,590 WOODVUE LANE ,WINTERSVILLE ,0H ,2 ,3 ,10 ,1 ,0 ,3 ,19
43100419 ,M O A CORPORATION ,2451 OLD CAMDEN PK ,EATON ,0H ,2 ,3 ,6 ,0 ,0 ,0 ,11
57300751 ,NOWLIN CUSTOM MFG INC ,20622 S 4092 RD ,CLAREMORE ,0K ,0 ,0 ,0 ,0 ,21 ,78 ,99
15710236 ,FN MFG INC ,797 CLEMSON RD ,COLUMBIA ,SC ,0 ,0 ,0 ,0 ,684 ,0 ,684
34633475 ,H S PRECISION INC ,1301 TURBINE DR ,RAPID CITY ,SD ,2 ,7 ,8 ,0 ,0 ,0 ,17
16200523 ,LEINAD INC ,221 HWY 68 N ,DUCKTOWN ,TN ,0 ,0 ,0 ,320 ,1000 ,6401 ,7721
16200694 ,,319 HOLLYWOOD DRIVE ,0LD HICKORY ,TN ,0 ,0 ,0 ,0 ,0 ,3 ,3
57421953 ,AMERICAN DERRINGER CORP ,127 N LACY DR ,WACO ,TX ,24 ,0 ,15 ,518 ,66 ,1171 ,1794
57541153 ,BOND ARMS INC ,204 ALPHA LN ,GRANBURY ,TX ,0 ,0 ,8 ,0 ,339 ,1622 ,1969
57438309 ,EXO-DIMENSIONAL INC ,4209B CLAWSON RD ,AUSTIN ,TX ,0 ,0 ,0 ,0 ,0 ,2 ,2
57600160 ,FIREARMS INTERNATIONAL INC ,5200 MITCHELLDALE ,HOUSTON ,TX ,110 ,0 ,0 ,0 ,0 ,225 ,335
