Table
,,,STREET ,CITY ,ST ,RIFLE MFG
,,,,NEW MILFORD ,CT ,5
,,,,MIDDLEFIELD ,CT ,3
,,,1 JOHN DOWNEY DR ,NEW BRIT ,CT ,4
,,,,TRUMBULL ,CT ,1
INC ,,,7 GRASSO AVE ,NORTH HAVEN ,CT ,19313
,,,,WALLINGFORD ,CT ,6723
,,,,STONINGTON ,CT ,1
,,,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,41990
,,,,NEW BRITAIN ,CT ,1765
,,,,SOUTHPORT ,CT ,98
LLC ,,,22957 DEEP BRANCH RD ,GEORGETOWN ,DE ,48
,,,,LAKE PARK ,FL ,5
,,,,DAYTONA BEACH ,FL ,16
,,,,CRESTVIEW ,FL ,1
OF PORT ST LUCIE ,,,INC 1712 SW BILTMORE ST ,PORT SAINT LUCIE ,FL ,1
LLC ,,,1843 BARRETT DRIVE ,ROCKLEDGE ,FL ,3
,,,BLDG 3 ,TALLAHASSEE ,FL ,1
,,,1551 GUNN HIGHWAY ,0DESSA ,FL ,8408
,,,STREET ,TAMPA ,FL ,11
FIREARMS LLC ,,,1508 INDUSTRIAL DR ,NEW SMYRNA BEACH ,FL ,1
,,,,STUART ,FL ,7
,,,,FORT MYERS ,FL ,7
,,,#1 ,DAVIE ,FL ,2
,,,,0RLANDO ,FL ,176
,,,103 ,BRADENTON ,FL ,2
LLC ,,,1556 S STATE ROAD 53 ,MADISON ,FL ,192
,,,,HALLANDALE ,FL ,30
,,,H ,MELBOURNE ,FL ,754
,,,12552 STARKEY RD ,LARGO ,FL ,20
,,,TRACE ,JACKSONVILLE ,FL ,10
,,,201 21ST AVE WEST ,BRADENTON ,FL ,1
,,,UNITS 106-110 ,APOPKA ,FL ,5


Table
60600102 ,D & T ARMS LLC ,18 LILY POND TRAIL
60603496 ,"DOSS, JUSTIN BLAIR ",26 CHICKOPEE RD
60600955 ,"METAL IMPROVEMENT, LLC ",
60602610 ,MINUTEMEN ARMS LLC ,35 WASHINGTON ST
60600773 ,0 F MOSSBERG & SONS ,
60603042 ,PAUWAY CORP ,63 NORTH CHERRY STREET
60603412 ,SLAGGA MANUFACTURING LLC ,373 NEW LONDON TURNPIKE
60603511 ,STAG ARMS LLC ,
60602196 ,STANDARD MANUFACTURING CO LLC ,100 BURRITT STREET
60600763 ,"STURM, RUGER & COMPANY, INC ",1 LACEY PL
85100968 ,GUNSHOOTER ENTERPRISES ,
15931360 ,411 TACTICAL INC ,1250 OLD DIXIE HWY #5
15932108 ,A D J ENTERPRISES LLC ,750 BALLOUGH RD
15948790 ,AA CUSTOMS INC ,451 N FERDON BLVD
15921448 ,AACTION TRANSMISSION ,
15949404 ,ACCURATE DEFENSE GROUP ,
15907305 ,AD TEK OF TALLAHASSEE INC ,2700 POWER MILL COURT
15918134 ,ADAMS ARMS LLC ,
15912791 ,ADEQ FIREARMS COMPANY ,4921 WEST CYPRESS
15917575 ,ADVANCED WEAPONS & ,
15933522 ,AESIR ARMS LLC ,731 NW FEDERAL HIGHWAY
15901343 ,AK-USA MANUFACTURING INC ,3112-1 PALM AVENUE
15948877 ,AMERICAN HANDHELD WEAPONRY INC ,2230 SW 70TH AVE SUITE
15908565 ,AMERICAN METAL FINISHING CORPORATION ,7594 CHANCELLOR DRIVE
15905746 ,"AMERICAN VINTAGE GUN AND PAWN, INC ",4920 LENA RD UNIT 102 &
15909126 ,AMMO DUMP INTERNATIONAL ,
15915415 ,AQUILA ARMS LLC ,203 NW 3RD AVE
15907991 ,ARES DEFENSE SYSTEMS INC ,295 NORTH DRIVE SUITE
15932568 ,ARSENAL SUPPLY LLC ,
15920558 ,B HUEY SERVICES LLC ,1601 HERITAGE ESTATES
15910996 ,B&S FIREARMS INC ,
15932857 ,BALLISTIC ADVANTAGE LLC ,2516 JMT INDUSTRIAL DR
15915406 ,BALLISTIC ADVANTAGE LLC ,2516 JMT INDUSTRIAL DR


