Table
PISTOLS ,"140,787 "
REVOLVERS ,"22,666 "
RIFLES ,"159,707 "
SHOTGUNS ,"18,797 "
MISC. FIREARMS ,"1,499 "


Table
PISTOLS ,,REVOLVERS 
TO.22 ,"413,230 ",TO.22 
TO.25 ,"11,567 ",TO.32 
TO .32 ,"14,763 ",TO 357 MAG 
TO .380 ,"819,103 ",TO .38 SPEC 
TO 9MM ,"1,531,065 ",TO .44 MAG 
TO .50 ,"767,471 ",TO.50 
TOTAL ,"3,557,199 ",TOTAL 
RIFLES ,"3,691,799 ",
SHOTGUNS ,"777,273 ",


