Key,Value
MISC. FIREARMS,"15,385"
RIFLES,"81,355"
RIFLES,"3,168,206"
PISTOLS,"128,313"
SHOTGUNS,"42,858"
SHOTGUNS,"949,010"
MISC. FIREARMS,"306,154"
REVOLVERS,"19,643"
TOTAL,"3,487,883"
