PISTOL EXP,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
PISTOLS MFG,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
RIFLE EXP,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
RIFLE MFG,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
RVLR EXP,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
RVLR MFG,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
SHOTGUN EXP,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
SHOTGUN MFG,2018,16305280 MACH ||| INC 6640 CR 1101 VINEMONT AL 6
