MISC FA EXP,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
MISC FA EXP,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
MISC FA EXP,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
MISC FA MFG,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
MISC FA MFG,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
MISC FA MFG,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
PISTOL EXP,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
PISTOL EXP,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
PISTOL EXP,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
PISTOLS MFG,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
PISTOLS MFG,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
PISTOLS MFG,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
RIFLE EXP,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
RIFLE EXP,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
RIFLE EXP,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
RIFLE MFG,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
RIFLE MFG,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
RIFLE MFG,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
RVLR EXP,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
RVLR EXP,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
RVLR EXP,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
RVLR MFG,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
RVLR MFG,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
RVLR MFG,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
SHOTGUN EXP,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
SHOTGUN EXP,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
SHOTGUN EXP,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
SHOTGUN MFG,2005,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 17 17
SHOTGUN MFG,2006,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 0 18 18
SHOTGUN MFG,2008,98601601 M2| CUSTOM TACTICAL LTD 1304 RED BARON RD PAYSON AZ 0 0 0 0 7 8 15
